id_entity|occupation|type
urn:uuid:7e21de9a-7aa8-4d3d-84a0-b92c26bfc0c0|academic|jurist
urn:uuid:a589463c-6d1e-4be2-a027-5ed666645737|academic|jurist
urn:uuid:49ebf9f3-93e2-4bff-99da-64a7e1df6f77|academic|jurist
urn:uuid:23aef5c4-dbeb-4f41-bc1a-abc597854eb4|academic|economist
urn:uuid:27750a6a-2172-4d43-afdb-eb9ff049715c|academic|economist
urn:uuid:9b547fc0-b020-4d60-820e-2941692d05b2|academic|economist
urn:uuid:86f6f4c3-6f37-446b-8c41-1d50aa2e8053|academic|economist
urn:uuid:e5df259f-fcd9-4838-bf47-d4c8a1366758|academic|jurist
urn:uuid:535a0e6c-b4a7-4136-ab03-4c52979a2ad5|academic|jurist
urn:uuid:9dfa5acc-9f55-4231-91bd-8d62014a996e|academic|economist
urn:uuid:9b81384f-c1c1-4bad-aa54-0b1859c745cb|academic|jurist
urn:uuid:5f34bf9d-0f33-43f6-a9a4-78b9f89af695|academic|economist
urn:uuid:89da59fd-a00d-415b-a042-b9a11bc1c8a2|academic|jurist
urn:uuid:a5a2c75e-3f9f-4e65-8284-4a266c4a980c|academic|jurist
urn:uuid:4627f037-4e9c-4947-983c-a3e07164412f|academic|economist
urn:uuid:7f35b903-b82f-4956-b2d2-c2080f016a73|academic|economist
urn:uuid:d53ea27d-1c6a-49df-ad91-fc2b296386b7|academic|jurist
urn:uuid:dadfc912-ca0b-4a3f-8d00-688eb8940721|academic|jurist
urn:uuid:f225e57b-4a78-48c2-949e-df950b14b095|academic|jurist
urn:uuid:3e5cfb59-c6e3-458a-9d2e-30458180e5f4|academic|jurist
urn:uuid:05069faa-7069-4071-8ad2-7dd256a56c0c|academic|jurist
urn:uuid:d2c8c6b8-d447-4478-8c7b-96ba7fd8ff69|academic|jurist
urn:uuid:551dbc24-58dd-47cd-8273-2eb3774fba09|academic|jurist
urn:uuid:d9b4ea22-0d59-4759-bb9a-a3866ae999ae|academic|jurist
urn:uuid:f3851465-b052-478b-8990-e455188435b4|academic|economist
urn:uuid:daee1812-efcc-45f2-a919-96deb41d4649|academic|jurist
urn:uuid:7d7dd13a-ac16-4fab-b300-b98b7ca32118|academic|economist
urn:uuid:b7d22a70-0c0c-45d8-b98b-91bed8ecac2c|academic|economist
urn:uuid:5b68ae9e-7fd3-4d02-8636-5f22a20a45fe|academic|jurist
urn:uuid:42396a1e-fdf2-485e-96e1-844c7c2be54e|academic|economist
urn:uuid:7c783d68-cf3d-4717-87bb-3f6c1c9641a5|academic|jurist
urn:uuid:d478982a-bc89-40a7-9232-ba4b010537c1|academic|jurist
urn:uuid:ddedbb7d-f65b-47a8-97eb-2cd83464369d|academic|jurist
urn:uuid:d56fdc41-cd76-4a41-a71f-29be2a3314d0|academic|economist
urn:uuid:a99cd66b-991b-4a4a-b778-1b9bb3ad70f9|academic|jurist
urn:uuid:cdf9e8ac-5a1c-4382-9114-d1e695ae5fa9|academic|economist
urn:uuid:1b213d92-6415-4dc6-aa43-1c788bad74a6|academic|jurist
urn:uuid:d388f67a-5417-4db6-beef-768f383b655c|academic|economist
urn:uuid:49ff7135-a918-42e0-a540-562f5c9c9f5a|academic|jurist
urn:uuid:04770f1c-8e6c-4c66-867e-5f23882724c4|academic|economist
urn:uuid:c15e301c-acb2-4d2f-82bb-ab83eaaaf53f|academic|jurist
urn:uuid:f133c518-61c7-438a-bda5-1e58cb2bc793|academic|jurist
urn:uuid:0d944c45-9878-4653-8b75-7fb88da8bcdb|academic|economist
urn:uuid:674a7945-e5b7-493f-b84e-e97db544e3d9|academic|economist
urn:uuid:705c1c5d-de49-4cfb-977b-a2971efcc1c8|academic|economist
urn:uuid:437b56b9-fa30-4ffa-8696-7fefabe41a7c|academic|jurist
urn:uuid:9e42b242-8b77-4cd9-a546-0200a04e9534|academic|economist
urn:uuid:f0cd5dd3-3fde-428f-9323-6c5536920a0e|academic|economist
urn:uuid:fd18f137-82fc-41e0-a604-86dd280bda8e|academic|jurist
urn:uuid:8802c5b6-57ba-48f5-b7d4-300d14bab562|academic|jurist
urn:uuid:049e478c-fa8f-4f08-83da-204acbb40fcf|academic|jurist
urn:uuid:61c070c4-67f6-447e-b993-85e060ff0e60|academic|jurist
urn:uuid:42b454db-47c2-48d0-9643-b9248de31685|academic|jurist
urn:uuid:33dbd6c5-30ac-4a16-8184-8967a06fc042|academic|jurist
urn:uuid:13a15064-3b2b-46c6-a6b7-4d1596870282|academic|jurist
urn:uuid:ff79de5c-a19e-4cd4-8294-bb757109a545|academic|jurist
urn:uuid:5c7669e7-f16d-49b9-ad1a-7390625a6ba6|academic|economist
urn:uuid:7df5bf85-2e14-49f9-8ace-6c8b200084ee|academic|jurist
urn:uuid:f6791063-77fa-48d2-842a-c1d3fb85323c|academic|jurist
urn:uuid:703d1d23-b00a-4fc1-ab29-c6920d742afd|academic|economist
urn:uuid:fd44fbfa-4d3d-4394-aac6-b240b524da9e|academic|economist
urn:uuid:1cfe6d77-3c16-44da-96c2-b936ca33b40b|academic|jurist
urn:uuid:2123ed00-fd69-43db-a720-ce720a911c9a|academic|economist
urn:uuid:f9b9c208-a89d-4228-a56b-563b39333d1e|academic|jurist
urn:uuid:733f3c65-44c3-48a4-9ce5-f5f24e61c880|academic|jurist
urn:uuid:28650f4c-fd9d-4a02-a494-bfeb1ae7e938|academic|economist
urn:uuid:63b0d571-fe8d-49ab-b6f5-d23373095f71|academic|economist
urn:uuid:0ffa25cb-2483-4810-83ec-1ee599ac21c3|academic|economist
urn:uuid:f8280824-1944-4127-b625-6215b03bef9b|academic|jurist
urn:uuid:f2dde3a5-8253-422b-826c-bb6fa8138fd7|academic|jurist
urn:uuid:4b3f1c13-1c68-4a3d-9a9a-94ef12d19d19|academic|economist
urn:uuid:0501174f-57cc-4938-afbb-91e5fc4d87ad|academic|economist
urn:uuid:0dbeeb83-6974-4aab-83d7-db767954473d|academic|economist
urn:uuid:082ba7a2-7308-4097-aded-1304eb0ecc10|academic|jurist
urn:uuid:1ae896a9-0c7b-46fb-8157-1c3ad992434b|academic|jurist/economist
urn:uuid:6e635497-1aca-4fa4-b154-5421dbc9f618|academic|jurist
urn:uuid:234d13e5-80fa-4d01-ba30-7144f6b49f6b|academic|jurist
urn:uuid:194b2ba7-f276-4401-9ff1-b6a3144fed03|academic|economist
urn:uuid:70525f5a-e082-4f53-b52d-1293360a9027|academic|jurist
urn:uuid:7325b9e8-d714-4d98-a18a-5e38395bc8a8|academic|jurist
urn:uuid:1efa57d3-acdd-438d-829d-ec3bc7331eb6|academic|jurist
urn:uuid:654abd1c-6f46-4adc-8739-1c1d7db24d9d|academic|jurist
urn:uuid:05c7ad9c-6eb1-416a-ad3f-980d60a43dfe|academic|jurist
urn:uuid:f619de81-2293-45ac-9cff-a2469ea9929a|academic|jurist
urn:uuid:248815f4-a387-4aef-be67-9fcaabead44a|academic|jurist
urn:uuid:0763b4e1-c323-499b-8412-8f389caa05df|academic|jurist
urn:uuid:4246b5ef-aea8-4dca-955e-0d410f9146b3|academic|jurist
urn:uuid:4116faef-ad60-4ab4-853f-ffb1f23cbdb3|academic|economist
urn:uuid:9a0d5ba7-031f-4748-a595-c33168a843d9|academic|jurist
urn:uuid:afe444c6-d4ca-4698-bb4e-4be2b8bca065|academic|jurist
urn:uuid:30e309b7-1dfa-4603-b03f-43246a371d82|academic|jurist
urn:uuid:f95208e7-0d06-4b0c-8c29-06ce72e532cb|academic|jurist
urn:uuid:16646818-c1b7-415c-813d-90ed809665ef|academic|jurist
urn:uuid:7e7e6297-72bd-412b-8b36-0a229d7ede75|academic|jurist
urn:uuid:8e71a44c-a397-43f9-bed0-40760bf95c18|academic|economist
urn:uuid:6bd8a729-3032-4f34-abcc-295f35e95cf6|academic|economist
urn:uuid:7f359790-fbd1-48c0-8f27-afa54f357cbc|academic|jurist
urn:uuid:5f00b258-c00e-455c-868c-bc0b220faac7|academic|economist
urn:uuid:5588eae5-d216-4315-9203-490cfd9be869|academic|jurist
urn:uuid:50d97aa9-1a56-4098-9803-6f12afcd0726|academic|economist
urn:uuid:70d272c1-5db9-44bf-b899-8f890c8099f3|academic|economist
urn:uuid:62af1d5d-1fca-4d46-86fb-2fcd0cc53538|academic|economist
urn:uuid:6bf4a5cf-ce27-4d38-9c14-3807df3df232|academic|jurist
urn:uuid:c637b133-0afb-45a1-b4b8-1bb2896ca8ab|academic|jurist
urn:uuid:eb49ea5d-e35d-45e0-b49c-3ab5704a088b|academic|economist
urn:uuid:99fcc813-de22-43ab-828d-834cb7b23ed3|academic|economist
urn:uuid:d7384f2a-f716-49c0-9fe1-57709c451454|academic|economist
urn:uuid:fa5bd130-06c7-430f-bb21-8d816eba88e2|academic|jurist
urn:uuid:a76d7e9b-4962-4cd2-8f2c-0603de7a4298|academic|economist
urn:uuid:694b8cf5-6681-4073-a45e-88146522d06a|academic|jurist
urn:uuid:662e8fd9-47ae-4819-822c-bafe1bfd3c48|academic|jurist
urn:uuid:2f7cd0fb-bdc0-4075-a6b5-031bab4bfe57|academic|economist
urn:uuid:a74a1247-a012-487c-91ce-5a6232ab7839|academic|jurist
urn:uuid:5ca9f65c-0afb-471c-a7be-6b7d90316d7f|academic|economist
urn:uuid:ec96fac1-5cd3-4909-a78a-a12075b46f25|academic|jurist
urn:uuid:cd85380b-48ce-4cfd-86dd-309f9d7f50d2|academic|jurist
urn:uuid:40005ba7-09ab-4b86-951e-16485addb215|academic|jurist
urn:uuid:f165637d-23ee-4e26-a15e-ee2367e6705a|academic|jurist
urn:uuid:ba91f707-d4af-495d-9eed-3a064b4fdc95|academic|jurist
urn:uuid:9662044b-f038-4527-bf15-651f5d9b0247|academic|economist
urn:uuid:0b745763-e44b-43e1-bd0a-e94adc67a3b9|academic|economist
urn:uuid:226e4a80-bdbe-45ba-b839-8136d48e14fc|academic|jurist
urn:uuid:eb888332-e288-4c24-80ff-d6900720b115|academic|jurist
urn:uuid:67aff066-f3f9-44b2-a1c9-e7a92fc8a729|academic|economist
urn:uuid:4c4e9a1c-f8b0-4773-ac51-819fc4bf7a03|academic|economist
urn:uuid:d402f6de-2294-410e-aeb1-84b9b906be3c|academic|jurist
urn:uuid:bb5d946c-6bc2-4fc8-9e8b-53c30506219f|academic|jurist
urn:uuid:925639ef-bbc3-48d1-b7d6-5ce4d5d2b94d|academic|economist
urn:uuid:b0e0d5ff-3996-4e2b-9e57-2b348b3d0b21|academic|economist
urn:uuid:11d42bf8-761e-4d80-9a99-0be7220ab9c2|academic|jurist
urn:uuid:b7dfea89-d0b8-4aca-b315-b7831ced8660|academic|jurist
urn:uuid:dc721dcd-e083-4544-8141-d96e805958a5|academic|economist
urn:uuid:893c0dac-09b5-46d2-8632-459115542a75|academic|economist
urn:uuid:5f942353-4995-4531-9ede-e3c6f10ead8d|academic|jurist
urn:uuid:ff2a56ba-cbe8-41c6-b06a-a6ce326ad37e|academic|economist
urn:uuid:1353fe69-1c9b-44b5-959c-467bb92dbd68|academic|jurist
urn:uuid:4b953624-cb47-442e-b386-864860af1825|academic|jurist
urn:uuid:ee746401-eb4f-4a93-8dce-216f46b19405|academic|jurist
urn:uuid:f797c951-f999-4127-a03e-8b47ff9f0a3d|academic|economist
urn:uuid:e4aca303-3169-4803-a54a-5bd448d78c6e|academic|jurist
urn:uuid:0bd6bd94-5d11-419d-aa6f-39705f260b1a|academic|jurist
urn:uuid:1b5c5f56-6f89-463b-9fa4-5f170638cd51|academic|economist
urn:uuid:7eb03478-430c-48b0-9801-cb54d6f4cec6|academic|economist
urn:uuid:0953bc06-44c6-43a3-afbe-45303961a6de|academic|jurist
urn:uuid:f44e51ff-78c5-467f-a130-4217e69afd97|academic|jurist
urn:uuid:84e3ee07-6264-4c28-a8f1-86e1c4e773fb|academic|jurist
urn:uuid:8aaaac57-be0c-4799-9ada-3287621cc00f|academic|economist
urn:uuid:1f37001a-42ca-45d5-9272-daee3c5de720|academic|jurist
urn:uuid:a153859a-003f-4a19-89ff-cb79fb5a7181|academic|economist
urn:uuid:350050f3-e6f0-401c-86ef-2e51b993c628|academic|jurist
urn:uuid:da0a04e0-75aa-4d4d-843c-9e35d8c146f6|academic|economist
urn:uuid:e4252eca-38e0-40bf-999a-8cbf78ca9594|academic|economist
urn:uuid:674dd65e-653e-464d-838e-233bd98a8ad3|academic|economist
urn:uuid:9cc5a3ac-6a3a-4892-a1c7-4a1e0156e572|academic|economist
urn:uuid:4b167f67-9efd-4e07-910c-6d64877d0cfc|academic|jurist
urn:uuid:10ff03dd-5fca-420a-99f1-65a39706f305|academic|economist
urn:uuid:e95aabd5-8e24-42eb-9271-35725977d77d|academic|jurist
urn:uuid:eb85ba82-3b39-4e23-80fa-59120c1b18dc|academic|jurist
urn:uuid:844c6a43-2e0c-431e-8fa4-68082c5b15a7|academic|economist
urn:uuid:82358fc3-bba8-45f0-8fd5-4f277939a1af|academic|jurist
urn:uuid:e70317aa-935d-43cf-b6f2-e99887453c6f|academic|jurist
urn:uuid:d7a033cc-70e9-493b-8446-386a65894467|academic|economist
urn:uuid:cd4ae8ea-ba29-469e-a521-7ffb59f101af|academic|economist
urn:uuid:82c6981c-1add-4da7-a998-41b665bfb774|academic|economist
urn:uuid:7c07b20e-da42-4adf-921b-e61fd1c98dbd|academic|jurist
urn:uuid:534ca753-75af-4cf6-a18c-001e49bf97b3|academic|jurist
urn:uuid:8beb6c58-0f0d-4eb1-8748-9095718810e3|academic|jurist
urn:uuid:7868c2b9-4147-4489-906f-8bd87581ae69|academic|jurist
urn:uuid:199d0d26-c761-411a-912d-de14d2b1ac34|academic|economist
urn:uuid:1b92b236-1d06-4d85-a165-741d638c56f7|academic|economist
urn:uuid:a410a075-2196-41b4-9996-f382de44886d|academic|economist
urn:uuid:6c8c21cc-89a6-457a-97bf-ee5f4fd0f266|academic|economist
urn:uuid:1e252c76-acad-433b-93fa-f403d094d9ab|academic|economist
urn:uuid:a6314456-adec-4798-8277-f1302bb801fa|academic|economist
urn:uuid:5b4c24d9-9b04-4b34-b927-7594e71ea951|academic|jurist
urn:uuid:a900e544-7922-4ef7-a954-fad6b452b29a|academic|jurist
urn:uuid:c6cf2589-b10f-42a6-a29b-bdbef13c576d|academic|jurist
urn:uuid:038b632b-9d59-46e6-9522-461a00f403ad|academic|jurist
urn:uuid:9dd6fe56-4e6f-4996-b006-ca9addda377c|academic|economist
urn:uuid:7cc87c7e-e221-4bd4-83b3-1c65b1c8121c|academic|economist
urn:uuid:9294d6e7-331e-4ed9-ba88-f8fb0db49121|academic|jurist
urn:uuid:b16f8fcd-12b7-4358-a02d-cdb98d60df24|academic|jurist
urn:uuid:3fdb7d43-fe3b-4a40-bdc3-c3bcab0f5c61|academic|jurist
urn:uuid:dddeecb3-26a2-421c-96c0-3a4f7182bd16|academic|economist
urn:uuid:95d5ade7-3619-4942-a45e-93de8b5bda0c|academic|economist
urn:uuid:d48ead0a-d177-425a-8e93-f5a571be13c0|academic|economist
urn:uuid:4a0314f8-76a7-4c0a-956e-2b56af9c0ef6|academic|economist
urn:uuid:0d789ef5-8515-4a20-ad95-d9769467a459|academic|economist
urn:uuid:94033488-7841-41d7-9fd9-1711b05bacea|academic|jurist
urn:uuid:f1ec9bd7-a846-451c-b1de-394824cdd7c3|academic|economist
urn:uuid:23289e91-0706-4e05-983f-afccdd545988|academic|economist
urn:uuid:25fd8fb0-c229-499e-a375-a4217fe42171|academic|economist
urn:uuid:d3ea0a64-6630-4ca4-9335-fd731853b1b6|academic|economist
urn:uuid:0a104e86-6c65-46cb-8693-7022915c5f56|academic|jurist
urn:uuid:ad822a5f-9b23-4d3a-a881-fd7669c934e9|academic|economist
urn:uuid:fe2681f1-6d5b-4ec9-92a2-061e90d1a9e8|academic|jurist
urn:uuid:a958f82a-2526-4731-81c1-bf1e5701c540|academic|economist
urn:uuid:430db1b8-b311-45ab-94cc-e8dfe318d806|academic|jurist
urn:uuid:c88a8c93-bfda-4117-ae8f-c5addbf09aa3|academic|economist
urn:uuid:7d501a5b-b28c-4bf4-b2da-ec8b8a8f9bb3|academic|economist
urn:uuid:712b1b7e-4382-4c73-93c8-da610408d226|academic|jurist/economist
urn:uuid:d3fa54a4-b248-49d4-8aff-125882047f91|academic|economist
urn:uuid:92a43574-cfed-491b-92b5-5a70f4586416|academic|jurist
urn:uuid:5cc10f49-ed28-46b1-9c11-fbbb18f05d14|academic|economist
urn:uuid:7936c8e0-b184-4bee-ba1a-ccefdc0b85cb|academic|jurist
urn:uuid:4499121c-6a7c-403d-a939-1647d283c7e9|academic|economist
urn:uuid:46749fc5-485e-4465-b7bd-81cfc359fefe|academic|jurist
urn:uuid:603b8578-1e5a-43dc-8a7f-6071959beb98|academic|economist
urn:uuid:3b9489fa-6a84-4815-91db-59b92a7d1828|academic|economist
urn:uuid:03172d83-9bb0-491b-9bdd-b3c7b4b18426|academic|jurist
urn:uuid:49429687-2b05-4a8d-acc6-5ef16362e009|academic|economist
urn:uuid:2129ae75-e992-419f-ac65-b06113b1a3db|academic|economist
urn:uuid:1e1af7a3-9d77-4c69-a0be-1dd9553cdbc6|academic|economist
urn:uuid:613f8b37-5ce9-419d-aef9-1df213197bdc|academic|jurist
urn:uuid:9b5eade8-e0bc-43fe-965c-1930aafe200b|academic|jurist
urn:uuid:71eb823e-7c7f-48d0-b000-218569174deb|academic|jurist
urn:uuid:49de891f-51df-46b0-86f9-e4f65170b744|academic|economist
urn:uuid:44104580-e9d3-4268-8257-eebe7f9831f5|academic|jurist
urn:uuid:d739c29b-18c8-4969-9e27-1d7729ec2a6c|academic|jurist
urn:uuid:c9a94877-31ed-4fd2-971d-5a138d025661|academic|economist
urn:uuid:227e29e0-ca58-4810-a662-5c971411441c|academic|jurist
urn:uuid:eaf784af-59a3-4f29-a8e2-269cade458b6|academic|economist
urn:uuid:2170ce09-9ada-4d12-af1b-9ef021c7f054|academic|jurist
urn:uuid:156eec7c-cb7e-400f-9dc4-5e385c8c7ccc|academic|economist
urn:uuid:c7f98106-177e-4c05-b387-f310d2510395|academic|economist
urn:uuid:952440f2-2a1c-42fa-b5db-c045c6c07c40|academic|economist
urn:uuid:276ee7b6-7199-4efa-aba8-8f5abdc871b2|academic|jurist
urn:uuid:f12adc3a-6339-4fd8-9c74-7ec9b08d901f|academic|economist
urn:uuid:c2f6f557-fcee-4ff7-9aba-18b8bee98c64|academic|jurist
urn:uuid:64ef2f78-5554-4015-a1ec-ef62fab0e5e8|academic|jurist
urn:uuid:83b01441-deee-4860-8676-85657f921d56|academic|economist
urn:uuid:99413ef8-9c6b-4d3a-9148-4abd8d7ef76a|academic|economist
urn:uuid:81a80ca1-9b72-4f45-a82b-13fddcd2a0a2|academic|jurist
urn:uuid:2b6a00a3-9af1-44e7-bf45-9479c1037c28|academic|jurist
urn:uuid:1fa174f7-9ada-42fb-9bc3-a5e76870a210|academic|jurist
urn:uuid:70c5a845-fa58-49c7-860f-bd4be8e1a7b5|academic|jurist
urn:uuid:e7c29a0d-efe7-4275-a700-71836d28910e|academic|economist
urn:uuid:8189bab3-a9ab-4629-96a2-0cfba2784df7|academic|jurist/economist
urn:uuid:b0b66110-bf6a-4cef-b552-9fe6eb8c86bc|academic|jurist
urn:uuid:a394a7be-61e5-4db5-bf98-549ca8921e64|academic|jurist
urn:uuid:25f456f8-194a-42ff-9638-012b6f17d080|academic|economist
urn:uuid:7fd95917-ac44-48b6-bbd6-53c4adc642ab|academic|jurist
urn:uuid:613ccd87-4e75-4ae4-9aa1-1a074f02f4c3|academic|jurist
urn:uuid:c0b10482-48b8-4973-a0db-21b5e42cc7b7|academic|economist
urn:uuid:207b51af-691f-4231-bb48-4d2cac629fe3|academic|jurist
urn:uuid:34ea229e-d59b-4576-ad05-146169a34e98|academic|jurist
urn:uuid:fa1bbd4d-8394-4a73-92da-045d8a049910|academic|jurist
urn:uuid:612b1ea6-a266-4bb1-9af6-cb85459e16dd|academic|jurist
urn:uuid:2286e0c6-f749-4b25-aa7a-a8241416198f|academic|economist
urn:uuid:837c1c8f-35b3-436e-b3dc-31a498358ad2|academic|economist
urn:uuid:bbccaba6-e66b-4c50-a738-a8a5c50df4a7|academic|economist
urn:uuid:4042083d-e99c-4029-815a-b98b4e3a4b73|academic|jurist
urn:uuid:e0aa1dd6-c460-4707-88ff-6455b09ac6cd|academic|economist
urn:uuid:258b49bf-924c-47c7-b69c-5804b7467028|academic|economist
urn:uuid:888d4377-717b-4940-9d9e-121dec7b1ea2|academic|jurist
urn:uuid:64cd4712-7ba4-4680-ae68-2a943db4eef3|academic|jurist
urn:uuid:564faea2-7a03-4120-babf-a27897fefb29|academic|jurist
urn:uuid:13d384c6-9c77-431f-8df5-22d106f06be5|academic|economist
urn:uuid:7eb4b322-2718-4bec-b063-590049a52731|academic|economist
urn:uuid:56b366d2-c717-490f-8106-6d7dda84ede4|academic|economist
urn:uuid:4b19d984-275e-4a83-87e9-b4fb638a8333|academic|jurist
urn:uuid:52de674f-a7f8-45fe-a7c9-b95e16d4825d|academic|economist
urn:uuid:c662d603-5d47-4050-b033-a96cbd6c35d5|academic|jurist
urn:uuid:6b15ab3c-d5a0-4909-9f27-02ec4de3a67e|academic|economist
urn:uuid:a0323eec-2cd5-4686-8470-3109e4547ba5|academic|economist
urn:uuid:4a0806fa-116d-4cc7-adcb-cd091edcd062|academic|jurist
urn:uuid:b98416ec-f221-42a6-97e4-b20f8b51c60e|academic|jurist
urn:uuid:729373f8-3af9-4aaa-bd44-543df49cf71f|academic|jurist
urn:uuid:83d01be1-707b-4c56-86c2-e9f9fde5665d|academic|economist
urn:uuid:f3fb8bde-1289-4ac2-ab38-a46f9b344a7b|academic|economist
urn:uuid:2c94f469-0af1-4b72-acec-2015e36f85d1|academic|jurist
urn:uuid:5d472e1a-2637-445f-bd15-eca370e679e8|academic|jurist
urn:uuid:57598907-524a-49a0-ac62-17e6260f3655|academic|jurist
urn:uuid:34a9a782-490d-4170-a769-9dfcae0800c8|academic|economist
urn:uuid:d146700a-17af-4e51-a454-e4558aac1389|academic|economist
urn:uuid:b50ae3ba-d271-49e1-a034-b85e09c2386c|academic|jurist
urn:uuid:b576f086-c76c-480e-a7c5-221cd89a2089|academic|jurist
urn:uuid:937acada-40fc-4b14-af42-8fab1d951549|academic|economist
urn:uuid:9e2adaef-c6b4-408d-9b76-cbed1ecc4741|academic|economist
urn:uuid:acf44205-4396-4eec-b7e6-c76459a53ad0|academic|jurist
urn:uuid:04523a3f-c1b8-4b6e-9094-8904d39998bb|academic|economist
urn:uuid:f9a73e78-a3ee-44f8-a8de-af0c5929506c|academic|economist
urn:uuid:3ac49f27-31f7-4bfd-9326-b78e2015fea3|academic|economist
urn:uuid:1bae89e3-8719-4f4a-9ca3-224634f82c92|academic|economist
urn:uuid:e2b46a45-960a-49cd-b4bd-69a45e1ea4b3|academic|jurist
urn:uuid:1dafa407-e85f-45d7-96f8-9b36d5f2edf4|academic|economist
urn:uuid:bde2a40a-71f4-4c5f-9077-1724bb11e9de|academic|jurist
urn:uuid:39db0a9b-bfdf-44af-a32d-f416ecfc91b5|academic|jurist
urn:uuid:94bd82f4-3f89-4e54-9337-5c1db3775bb3|academic|jurist
urn:uuid:f5a01db0-71bc-4b7f-bd91-ede76a35d2f9|academic|economist
urn:uuid:26f370df-eb22-4166-968d-d561ed530bd9|academic|jurist
urn:uuid:1b20ab1d-6c73-4bef-b8f3-6098be26dcf0|academic|jurist
urn:uuid:76d1a588-0476-460d-b58f-3e7eab868982|academic|jurist
urn:uuid:80adb2a7-bb7a-4a34-9612-7d1409278bde|academic|jurist
urn:uuid:c8bc0c6b-106d-4b66-992c-ee809c360925|academic|jurist
urn:uuid:207dc7a9-18a0-4d5a-a5b2-02772255bde1|academic|jurist
urn:uuid:1e4b9870-e858-4d90-a0bf-771f08c84610|academic|jurist
urn:uuid:228ba7be-c961-4de9-91b3-e9abfcece7da|academic|economist
urn:uuid:262d95fc-5dfd-4ec9-a956-f0ce50f6a028|academic|economist
urn:uuid:48f68457-ae5a-42fa-92de-445887891939|academic|economist
urn:uuid:3fc650fd-0887-476f-aeae-114010ceda7c|academic|jurist
urn:uuid:a757e231-2d6e-452d-8010-2812026bd2ae|academic|jurist
urn:uuid:85b1bae2-379a-4a64-b374-3e7b4e183f72|academic|jurist
urn:uuid:e6d9a4a6-d9fb-4856-9caa-c27a5ab6cd6d|academic|economist
urn:uuid:cbce6798-b364-4b52-9b2a-4fbc52b1da4f|academic|economist
urn:uuid:92712784-d2a6-4934-bf20-f871a8409b77|academic|economist
urn:uuid:d318796b-d2d8-4c61-bd58-6b2bfc69ef27|academic|economist
urn:uuid:7069d6c1-f83b-4092-b012-7bb0371eff96|academic|economist
urn:uuid:618a4859-f341-4187-9568-f31769d6a1d8|academic|jurist
urn:uuid:273e2009-5ee0-49de-81cd-0709425618f9|academic|jurist
urn:uuid:8ca30308-1a73-4182-ae3d-8839aab95566|academic|jurist/economist
urn:uuid:17109873-5c1a-4b14-9896-c5bdbd9ffb39|academic|jurist
urn:uuid:aa33f7a4-b5ea-4c87-9747-93232671e614|academic|economist
urn:uuid:f1f33efa-9326-4b92-b555-acd72541af09|academic|jurist
urn:uuid:62ec1521-b23f-4a9f-9f52-e32fad5ce5ed|academic|jurist
urn:uuid:5397dfb7-3dae-4b03-81c2-8ce1124e5391|academic|jurist
urn:uuid:1d82d260-9e8b-4d2c-9bdc-5b6904ea5ffe|academic|economist
urn:uuid:61af2742-8bde-47dd-ae8c-d876174b8d51|academic|jurist
urn:uuid:c6658f8c-95fe-40e8-9436-bca2671a6dbe|academic|economist
urn:uuid:ff477ab8-bd1a-4c12-8629-c083fd3593fd|academic|economist
urn:uuid:94c9c5d2-73be-4db2-8542-3c18c14921e9|academic|economist
urn:uuid:6f7962b7-2d34-402b-85c3-97155eda419d|academic|jurist
urn:uuid:1bec6769-955a-4b81-ba70-21b9f05823ed|academic|jurist
urn:uuid:5fb36e96-f536-4d14-97f2-771cc3f46ce8|academic|jurist
urn:uuid:a356dacc-aed1-4b4d-9b17-149aa946eb37|academic|economist
urn:uuid:4f1e090b-2984-4f9f-8eac-223b565807fb|academic|economist
urn:uuid:910c7e5f-1ade-4a0d-b653-67a39e7fcebb|academic|economist
urn:uuid:f2ced9da-83e5-4565-b62e-ec5e72038b52|academic|jurist
urn:uuid:b56feead-76f4-40ed-809d-45366d6041e5|academic|economist
urn:uuid:6eb55898-0809-41a1-95b5-4deaf7bd11fa|academic|economist
urn:uuid:3a90b986-04e6-480a-b721-8d761680a21d|academic|jurist
urn:uuid:824a0f4e-212c-465f-940d-d4be04586808|academic|jurist
urn:uuid:c4ecb38c-ca44-48b2-a31b-b4b0f6a30d4b|academic|jurist
urn:uuid:712364e6-ab05-404a-9fd9-b5cbdc601ed7|academic|jurist
urn:uuid:e068970d-756e-4212-bd0b-af62e386ced4|academic|jurist
urn:uuid:d211b844-9c43-4d4d-8f77-944074f35825|academic|economist
urn:uuid:93aedb78-ba2e-4312-bdc1-c7bb5083265b|academic|economist
urn:uuid:039dd19b-ee53-406a-88be-8ec86aeec283|academic|jurist
urn:uuid:e25b333d-5100-4341-9fd1-0a741edfd363|academic|economist
urn:uuid:6f6e99f4-1fdb-4e3e-a95b-10ee07b47041|academic|jurist
urn:uuid:5bd2c75f-5ac2-4ad9-85aa-4d3d42249d64|academic|economist
urn:uuid:d21a95e7-9a19-455f-962f-39c497f23543|academic|economist
urn:uuid:2e1b46a7-c419-44bc-b3c6-a40c7405293b|academic|economist
urn:uuid:9d5d31dc-2d02-4dbb-9a67-72d31bf675ff|academic|jurist
urn:uuid:17dc7848-dbee-4129-acb7-96f8b98459b5|academic|jurist
urn:uuid:1ca1d4fd-6caf-459e-9bd5-2baa337bacdb|academic|jurist
