|type|gender|occupation|generation|continent
18040|jurist|male|writer|1911-1931|Europe
18041|jurist|male|scientist|1911-1931|Europe
18042|economist|male|scientist|1931-1951|Europe
18043|economist|male|writer|1931-1951|Europe
18044|jurist|male|scientist|1931-1951|Europe
18045|economist|male|scientist|1931-1951|Europe
18046|economist|male|scientist|1931-1951|Europe
18047|economist|male|scientist|1931-1951|Europe
18048|economist|male|writer|1931-1951|Europe
18049|jurist|male|politician|1831-1851|Europe
18050|jurist|male|politician|1811-1831|Europe
18051|jurist|male|politician|1811-1831|Europe
18052|jurist|male|scientist|1811-1831|Europe
18053|jurist|male|scientist|1811-1831|Europe
18054|jurist|male|scientist|1891-1911|Europe
18057|economist|male|scientist|1911-1931|Europe
18059|jurist|male|scientist|1931-1951|Europe
18060|economist|male|scientist|1891-1911|Europe
18061|economist|male|scientist|1891-1911|Europe
18062|jurist|male|scientist|1931-1951|Europe
18063|jurist|male|scientist|1931-1951|Europe
18064|jurist|male|scientist|1931-1951|Europe
18068|jurist|male|scientist|1931-1951|Europe
18076|jurist|male|scientist|1931-1951|Europe
18077|economist|male|scientist|1931-1951|Europe
18078|jurist|male|scientist|1931-1951|Europe
18079|jurist|male|scientist|1931-1951|Europe
18081|jurist|male|politician|1891-1911|Europe
18084|jurist|male|writer|1931-1951|Europe
18085|jurist|male|media person|1931-1951|Europe
18086|jurist|male|scientist|1931-1951|Europe
18087|jurist|male|scientist|1931-1951|Europe
18088|jurist|female|scientist|1891-1911|Europe
18089|jurist|female|other_occupation|1891-1911|Europe
18090|jurist|male|scientist|1891-1911|Europe
18094|jurist|male|scientist|1931-1951|Europe
18095|jurist|male|scientist|1931-1951|Europe
18096|jurist|male|scientist|1931-1951|Europe
18099|jurist|male|scientist|1931-1951|Europe
18100|jurist|male|politician|1851-1871|Europe
18101|jurist|male|politician|1851-1871|Europe
18102|jurist|male|scientist|1851-1871|Europe
18103|jurist|male|politician|1831-1851|Europe
18104|jurist|male|writer|1891-1911|Europe
18105|jurist|male|politician|1891-1911|Europe
18106|jurist|male|other_occupation|1891-1911|Europe
18107|jurist|male|politician|1871-1891|Europe
18108|jurist|male|writer|1871-1891|Europe
18109|jurist|male|politician|1851-1871|Europe
18110|jurist|male|politician|1871-1891|Europe
18112|jurist|male|scientist|1931-1951|Europe
18113|jurist|male|scientist|1931-1951|Europe
18114|jurist|male|politician|1891-1911|Europe
18115|jurist|male|politician|1931-1951|Europe
18116|jurist|male|scientist|1931-1951|Europe
18117|jurist|male|politician|1931-1951|Europe
18118|jurist|male|scientist|1931-1951|Europe
18119|jurist|male|scientist|1931-1951|Europe
18120|jurist|male|politician|1871-1891|Europe
18122|jurist|male|politician|1831-1851|Europe
18123|jurist|male|politician|1771-1791|Europe
18124|jurist|male|politician|1911-1931|Europe
18125|jurist|male|scientist|1911-1931|Europe
18126|jurist|male|politician|1791-1811|Europe
18127|jurist|male|politician|1791-1811|Europe
18128|jurist|male|scientist|1791-1811|Europe
18129|jurist|male|writer|1791-1811|Europe
18130|jurist|male|politician|1891-1911|Europe
18131|jurist|male|politician|1871-1891|Europe
18132|jurist|male|politician|1911-1931|Europe
18133|jurist|male|scientist|1911-1931|Europe
18135|jurist|male|politician|1791-1811|Europe
18136|jurist|male|writer|1911-1931|Europe
18137|economist|male|scientist|1891-1911|Europe
18139|jurist|male|politician|1851-1871|Europe
18140|jurist|male|writer|1851-1871|Europe
18141|jurist|male|other_occupation|1851-1871|Europe
18143|jurist|male|scientist|1871-1891|Europe
18144|jurist|male|politician|1891-1911|Europe
18145|jurist|male|politician|1891-1911|Europe
18146|jurist|male|politician|1771-1791|Europe
18147|jurist|male|other_occupation|1771-1791|Europe
18148|jurist|male|scientist|1771-1791|Europe
18149|jurist|male|other_occupation|1771-1791|Europe
18150|jurist|male|politician|1871-1891|Europe
18151|jurist|male|scientist|1871-1891|Europe
18155|jurist|male|politician|1891-1911|Europe
18156|jurist|male|politician|1871-1891|Europe
18157|jurist|male|politician|1851-1871|Europe
18158|jurist|male|writer|1931-1951|Europe
18159|jurist|male|politician|1931-1951|Europe
18160|jurist|male|politician|1851-1871|Europe
18161|jurist|male|other_occupation|1851-1871|Europe
18162|jurist|male|politician|1831-1851|Europe
18163|jurist|male|politician|1831-1851|Europe
18164|jurist|male|scientist|1851-1871|Europe
18165|jurist|male|writer|1891-1911|Europe
18166|jurist|male|other_occupation|1891-1911|Europe
18167|jurist/economist|male|politician|1791-1811|Europe
18168|jurist/economist|male|businessperson|1791-1811|Europe
18169|economist|male|scientist|1791-1811|Europe
18170|jurist|male|politician|1931-1951|Europe
18171|jurist|male|politician|1931-1951|Europe
18173|jurist|male|scientist|1951-1971|Europe
18175|economist|male|scientist|1931-1951|Europe
18176|economist|male|scientist|1931-1951|Europe
18177|jurist|male|scientist|1931-1951|Europe
18178|jurist|male|writer|1931-1951|Europe
18180|jurist|male|politician|1831-1851|Europe
18181|jurist|male|politician|1811-1831|Europe
18182|economist|male|scientist|1871-1891|Europe
18183|jurist|male|politician|1871-1891|Europe
18184|jurist|male|politician|1891-1911|Europe
18185|jurist|male|politician|1871-1891|Europe
18186|jurist|female|scientist|1931-1951|Europe
18187|jurist|male|other_occupation|1871-1891|Europe
18188|jurist|male|politician|1891-1911|Europe
18189|jurist|male|scientist|1931-1951|Europe
18191|economist|male|scientist|1951-1971|Europe
18195|jurist|male|politician|1811-1831|Europe
18198|jurist|male|scientist|1931-1951|Europe
18202|jurist|male|politician|1811-1831|Europe
18203|jurist|male|writer|1811-1831|Europe
18204|jurist|male|politician|1891-1911|Europe
18207|jurist|male|writer|1871-1891|Europe
18209|jurist|male|politician|1931-1951|Europe
18213|jurist|male|politician|1931-1951|Europe
18215|jurist|male|other_occupation|1871-1891|Europe
18216|jurist|male|other_occupation|1891-1911|Europe
18217|economist|male|scientist|1931-1951|Europe
18218|economist|male|writer|1931-1951|Europe
18219|economist|male|other_occupation|1931-1951|Europe
18220|economist|male|scientist|1931-1951|Europe
18221|jurist|male|scientist|1931-1951|Europe
18224|jurist|male|scientist|1931-1951|Europe
18225|jurist|male|politician|1891-1911|Europe
18226|jurist|male|scientist|1891-1911|Europe
18227|jurist|male|politician|1831-1851|Europe
18228|economist|male|scientist|1891-1911|Europe
18230|jurist|male|other_occupation|1911-1931|Europe
18231|jurist|male|scientist|1931-1951|Europe
18234|economist|male|writer|1931-1951|Europe
18235|economist|male|media person|1931-1951|Europe
18236|economist|male|scientist|1931-1951|Europe
18247|jurist|male|scientist|1931-1951|Europe
18249|jurist|male|politician|1871-1891|Europe
18250|jurist|male|media person|1871-1891|Europe
18251|jurist|male|other_occupation|1871-1891|Europe
18252|economist|male|scientist|1931-1951|Europe
18253|jurist|male|politician|1931-1951|Europe
18254|jurist|male|writer|1931-1951|Europe
18255|jurist|male|scientist|1931-1951|Europe
18259|jurist|male|scientist|1931-1951|Europe
18271|jurist|male|scientist|1931-1951|Europe
18273|jurist|male|scientist|1931-1951|Europe
18276|jurist|male|scientist|1931-1951|Europe
18278|economist|male|scientist|1871-1891|Europe
18280|jurist|male|politician|1891-1911|Europe
18281|jurist|male|politician|1931-1951|Europe
18282|jurist|male|other_occupation|1931-1951|Europe
18283|economist|male|scientist|1931-1951|Europe
18284|economist|male|writer|1931-1951|Europe
18285|economist|male|scientist|1891-1911|Europe
18286|economist|male|scientist|1911-1931|Europe
18287|economist|male|scientist|1911-1931|Europe
18288|jurist|male|scientist|1911-1931|Europe
18289|jurist|male|other_occupation|1911-1931|Europe
18290|economist|male|scientist|1931-1951|Europe
18291|jurist|male|scientist|1931-1951|Europe
18292|jurist|male|scientist|1931-1951|Europe
18293|jurist|male|scientist|1891-1911|Europe
18294|jurist|male|scientist|1931-1951|Europe
18295|jurist|male|scientist|1931-1951|Europe
18296|jurist|male|politician|1911-1931|Europe
18297|jurist|male|politician|1871-1891|Europe
18298|jurist|male|other_occupation|1871-1891|Europe
18299|jurist|male|politician|1871-1891|Europe
18300|jurist|male|scientist|1871-1891|Europe
18301|jurist|male|politician|1771-1791|Europe
18302|jurist|male|scientist|1771-1791|Europe
18303|jurist|male|scientist|1911-1931|Europe
18304|jurist|male|politician|1771-1791|Europe
18305|jurist|male|politician|1871-1891|Europe
18306|jurist|male|politician|1931-1951|Europe
18308|economist|male|scientist|1931-1951|Europe
18309|jurist|male|politician|1891-1911|Europe
18310|jurist|male|scientist|1931-1951|Europe
18311|jurist|male|other_occupation|1931-1951|Europe
18312|economist|male|scientist|1931-1951|Europe
18313|jurist|male|scientist|1931-1951|Europe
18314|jurist|male|scientist|1931-1951|Europe
18316|jurist|male|politician|1931-1951|Europe
18317|jurist|male|scientist|1931-1951|Europe
18321|jurist|male|scientist|1931-1951|Europe
18325|jurist|male|scientist|1851-1871|Europe
18326|jurist|male|politician|1891-1911|Europe
18327|jurist|male|scientist|1931-1951|Europe
18328|jurist|male|politician|1931-1951|Europe
18329|jurist|male|businessperson|1931-1951|Europe
18331|economist|male|scientist|1931-1951|Europe
18332|jurist|male|scientist|1931-1951|Europe
18334|economist|male|scientist|1891-1911|Europe
18335|jurist|male|scientist|1931-1951|Europe
18336|jurist|male|politician|1911-1931|Europe
18337|jurist|male|scientist|1911-1931|Europe
18338|jurist|male|scientist|1911-1931|Europe
18339|economist|male|writer|1931-1951|Europe
18340|jurist|male|scientist|1871-1891|Europe
18342|jurist|male|politician|1891-1911|Europe
18343|jurist|male|writer|1891-1911|Europe
18344|economist|female|politician|1911-1931|Europe
18346|jurist|female|politician|1891-1911|Europe
18355|jurist|male|scientist|1931-1951|Europe
18357|jurist|male|politician|1791-1811|Europe
18358|jurist|male|scientist|1791-1811|Europe
18368|jurist|male|scientist|1931-1951|Europe
18369|jurist|male|scientist|1931-1951|Europe
18371|jurist|male|scientist|1871-1891|Europe
18380|jurist|male|politician|1891-1911|Europe
18381|jurist|male|businessperson|1891-1911|Europe
18382|jurist|male|politician|1891-1911|Middle East
18383|jurist|male|businessperson|1891-1911|Middle East
18384|jurist|male|politician|1911-1931|Europe
18385|jurist|male|politician|1931-1951|Europe
18386|jurist|male|politician|1931-1951|Europe
18387|jurist|male|scientist|1911-1931|Europe
18388|jurist|male|writer|1911-1931|Europe
18389|jurist|male|politician|1851-1871|Europe
18390|jurist|male|teacher|1851-1871|Europe
18392|jurist|male|politician|1931-1951|Europe
18393|jurist|male|politician|1891-1911|Europe
18394|jurist|male|other_occupation|1891-1911|Europe
18395|jurist|male|politician|1931-1951|Europe
18396|jurist|male|politician|1931-1951|Europe
18397|jurist|male|politician|1931-1951|Europe
18400|jurist|male|scientist|1931-1951|Europe
18403|jurist|male|politician|1831-1851|Europe
18404|jurist|male|politician|1851-1871|Europe
18405|jurist|male|scientist|1931-1951|Europe
18406|economist|male|scientist|1871-1891|Europe
18407|jurist|male|politician|1851-1871|Europe
18408|jurist|male|politician|1851-1871|Europe
18409|jurist|male|scientist|1771-1791|Europe
18410|jurist|male|scientist|1771-1791|Europe
18411|jurist|male|scientist|1771-1791|Europe
18412|jurist/economist|male|scientist|1851-1871|Europe
18413|jurist|female|politician|1891-1911|Europe
18415|jurist|male|politician|1931-1951|Europe
18416|jurist|male|politician|1931-1951|Europe
18420|jurist|male|writer|1911-1931|Europe
18421|economist|male|businessperson|1811-1831|Europe
18426|jurist|male|politician|1851-1871|Europe
18427|jurist|male|other_occupation|1851-1871|Europe
18428|jurist|male|politician|1931-1951|Europe
18429|jurist|male|politician|1931-1951|Europe
18430|jurist|male|writer|1871-1891|Europe
18431|jurist|male|other_occupation|1871-1891|Europe
18432|jurist|male|scientist|1871-1891|Europe
18433|jurist|male|scientist|1931-1951|Europe
18435|jurist|male|politician|1871-1891|Europe
18436|jurist|male|politician|1851-1871|Europe
18437|jurist|male|scientist|1831-1851|Europe
18438|jurist|male|politician|1891-1911|Europe
18439|jurist|male|politician|1931-1951|Europe
18440|jurist|male|writer|1931-1951|Europe
18443|jurist|male|politician|1911-1931|Europe
18444|jurist|male|other_occupation|1911-1931|Europe
18445|jurist|male|politician|1911-1931|Europe
18446|jurist|male|writer|1891-1911|Europe
18447|jurist|male|teacher|1791-1811|Europe
18454|jurist|male|politician|1891-1911|Europe
18455|jurist|male|scientist|1791-1811|Europe
18456|economist|male|politician|1911-1931|Europe
18457|jurist|male|politician|1911-1931|Europe
18458|jurist|male|politician|1931-1951|Europe
18459|jurist|male|politician|1911-1931|Europe
18460|jurist|male|scientist|1911-1931|Europe
18461|economist|male|politician|1931-1951|Europe
18468|economist|male|scientist|1891-1911|Europe
18470|economist|male|scientist|1931-1951|Europe
18473|jurist|male|politician|1791-1811|Europe
18478|jurist|male|politician|1931-1951|Europe
18479|jurist|male|politician|1931-1951|Europe
18480|jurist|male|writer|1891-1911|Europe
18481|jurist|male|politician|1811-1831|Europe
18484|jurist|male|politician|1891-1911|Europe
18485|jurist|male|scientist|1891-1911|Europe
18486|jurist|male|other_occupation|1891-1911|Europe
18487|jurist|male|politician|1891-1911|Europe
18488|economist|female|other_occupation|1951-1971|Europe
18489|economist|female|media person|1951-1971|Europe
18490|jurist|male|scientist|1931-1951|Europe
18491|jurist|male|politician|1911-1931|Europe
18492|jurist|male|politician|1911-1931|Middle East
18494|jurist|male|politician|1911-1931|Europe
18495|jurist|male|politician|1811-1831|Europe
18499|economist|male|scientist|1891-1911|Europe
18500|economist|male|other_occupation|1891-1911|Europe
18501|jurist|male|scientist|1771-1791|Europe
18502|jurist|male|writer|1771-1791|Europe
18506|jurist|male|politician|1891-1911|Europe
18507|jurist|male|other_occupation|1891-1911|Europe
18511|jurist|male|politician|1951-1971|Europe
18512|jurist|male|politician|1891-1911|Europe
18513|jurist|male|writer|1791-1811|Europe
18514|jurist|male|scientist|1791-1811|Europe
18515|jurist|male|politician|1891-1911|Europe
18516|jurist|male|scientist|1891-1911|Europe
18517|jurist|male|writer|1891-1911|Europe
18518|jurist|male|politician|1931-1951|Europe
18519|jurist|male|scientist|1851-1871|Europe
18526|jurist|male|writer|1931-1951|Europe
18527|jurist|male|other_occupation|1931-1951|Europe
18528|jurist|male|other_occupation|1931-1951|Europe
18532|economist|male|scientist|1851-1871|Europe
18536|jurist|male|politician|1811-1831|Europe
18537|jurist|male|scientist|1811-1831|Europe
18543|jurist|male|politician|1931-1951|Europe
18544|economist|male|politician|1931-1951|Europe
18545|economist|male|scientist|1931-1951|Europe
18546|economist|male|writer|1931-1951|Europe
18547|jurist|male|politician|1911-1931|Europe
18548|jurist|male|scientist|1911-1931|Europe
18549|economist|male|scientist|1871-1891|Europe
18550|economist|male|scientist|1871-1891|Europe
18551|jurist|male|politician|1891-1911|Europe
18552|jurist|male|politician|1911-1931|Europe
18553|jurist|male|other_occupation|1911-1931|Europe
18554|jurist|male|politician|1911-1931|Africa
18555|jurist|male|other_occupation|1911-1931|Africa
18556|economist|male|politician|1931-1951|Europe
18557|economist|male|businessperson|1931-1951|Europe
18560|jurist|male|politician|1891-1911|Europe
18561|economist|male|scientist|1831-1851|Europe
18562|economist|male|scientist|1831-1851|Europe
18563|jurist|male|politician|1831-1851|Europe
18564|jurist|male|politician|1931-1951|Europe
18565|jurist|male|writer|1931-1951|Europe
18566|jurist|male|politician|1871-1891|Europe
18567|jurist|male|politician|1851-1871|Europe
18568|jurist|male|other_occupation|1891-1911|Europe
18569|economist|male|scientist|1891-1911|Europe
18570|jurist/economist|male|politician|1871-1891|Europe
18571|jurist/economist|male|scientist|1871-1891|Europe
18572|jurist/economist|male|businessperson|1871-1891|Europe
18573|jurist|male|businessperson|1851-1871|Europe
18574|economist|male|scientist|1931-1951|Europe
18575|economist|male|writer|1931-1951|Europe
18576|economist|male|businessperson|1931-1951|Europe
18577|jurist|male|writer|1931-1951|Europe
18578|economist|male|politician|1771-1791|Europe
18579|economist|male|writer|1771-1791|Europe
18580|jurist|male|scientist|1931-1951|Europe
18581|jurist|male|scientist|1931-1951|Europe
18582|jurist|male|politician|1931-1951|Europe
18583|jurist|male|politician|1891-1911|Europe
18584|jurist|male|politician|1871-1891|Europe
18585|economist|male|scientist|1891-1911|Europe
18587|jurist|male|politician|1791-1811|Europe
18588|jurist|male|politician|1891-1911|Europe
18589|jurist|male|scientist|1891-1911|Europe
18590|jurist|male|writer|1891-1911|Europe
18591|jurist|male|politician|1871-1891|Europe
18592|economist|male|politician|1931-1951|Europe
18593|economist|male|scientist|1931-1951|Europe
18594|jurist|male|politician|1871-1891|Europe
18595|jurist|male|scientist|1911-1931|Europe
18596|jurist|male|writer|1911-1931|Europe
18597|jurist|male|other_occupation|1911-1931|Europe
18598|jurist|male|scientist|1831-1851|Europe
18599|jurist|male|politician|1831-1851|Europe
18600|jurist|male|politician|1931-1951|Europe
18601|jurist|male|politician|1851-1871|Europe
18602|jurist|male|scientist|1851-1871|Europe
18603|jurist|female|writer|1911-1931|Europe
18604|jurist|female|other_occupation|1911-1931|Europe
18605|jurist|female|writer|1911-1931|Middle East
18606|jurist|female|other_occupation|1911-1931|Middle East
18609|jurist|male|politician|1891-1911|Europe
18610|jurist|male|scientist|1891-1911|Europe
18611|jurist|male|politician|1891-1911|Europe
18613|jurist|male|scientist|1891-1911|Europe
18614|jurist|male|writer|1891-1911|Europe
18615|economist|male|politician|1911-1931|Europe
18616|jurist|male|scientist|1871-1891|Europe
18617|jurist|male|scientist|1871-1891|Europe
18619|jurist|male|politician|1891-1911|Europe
18620|jurist|male|politician|1931-1951|Europe
18621|jurist|male|politician|1911-1931|Europe
18622|jurist|male|politician|1931-1951|Europe
18623|jurist|male|scientist|1931-1951|Europe
18624|jurist|male|politician|1911-1931|Europe
18625|economist|male|politician|1931-1951|Europe
18626|economist|male|scientist|1931-1951|Europe
18627|economist|male|writer|1931-1951|Europe
18628|jurist|male|scientist|1891-1911|Europe
18629|jurist|male|teacher|1911-1931|Europe
18630|jurist|male|politician|1791-1811|Europe
18631|jurist|male|scientist|1791-1811|Europe
18632|jurist/economist|male|politician|1891-1911|Europe
18633|jurist/economist|male|scientist|1891-1911|Europe
18634|jurist|male|politician|1831-1851|Europe
18635|jurist|male|politician|1951-1971|Europe
18636|jurist|male|other_occupation|1951-1971|Europe
18640|economist|male|scientist|1931-1951|Europe
18641|economist|male|politician|1931-1951|Europe
18642|economist|male|businessperson|1931-1951|Europe
18643|jurist|male|politician|1851-1871|Europe
18645|jurist|male|writer|1811-1831|Europe
18646|economist|male|scientist|1911-1931|Europe
18647|economist|male|writer|1911-1931|Europe
18649|jurist|male|politician|1851-1871|Europe
18650|jurist|male|politician|1871-1891|Europe
18651|jurist|male|scientist|1871-1891|Europe
18652|jurist|male|politician|1871-1891|Europe
18653|jurist|male|politician|1891-1911|Europe
18654|jurist|male|businessperson|1891-1911|Europe
18655|jurist|male|other_occupation|1891-1911|Europe
18656|jurist|male|politician|1811-1831|Europe
18657|jurist|male|scientist|1811-1831|Europe
18658|jurist|male|teacher|1811-1831|Europe
18660|economist|male|politician|1831-1851|Europe
18661|economist|male|media person|1831-1851|Europe
18662|economist|male|scientist|1831-1851|Europe
18663|economist|male|teacher|1831-1851|Europe
18664|economist|male|writer|1831-1851|Europe
18665|economist|male|scientist|1831-1851|Europe
18666|jurist|male|writer|1771-1791|Europe
18667|jurist|male|other_occupation|1771-1791|Europe
18668|jurist|male|politician|1771-1791|Europe
18669|jurist|male|scientist|1771-1791|Europe
18670|jurist|male|writer|1771-1791|Europe
18671|jurist|male|scientist|1771-1791|Europe
18672|jurist|male|scientist|1891-1911|Europe
18673|jurist|male|scientist|1871-1891|Europe
18675|jurist|male|scientist|1891-1911|Europe
18676|economist|male|scientist|1851-1871|Europe
18677|jurist|male|scientist|1931-1951|Europe
18678|jurist|male|writer|1771-1791|Europe
18679|jurist|male|politician|1791-1811|Europe
18680|jurist|male|scientist|1791-1811|Europe
18681|jurist|male|scientist|1791-1811|Europe
18682|jurist|male|scientist|1771-1791|Europe
18683|jurist|male|scientist|1771-1791|Europe
18684|jurist|male|politician|1811-1831|Europe
18685|jurist|male|scientist|1811-1831|Europe
18686|jurist|male|politician|1911-1931|Europe
18687|jurist|male|politician|1871-1891|Europe
18688|jurist|male|politician|1871-1891|Europe
18689|jurist|male|politician|1871-1891|Europe
18690|jurist|male|politician|1891-1911|Europe
18691|jurist|male|politician|1931-1951|Europe
18692|jurist|male|other_occupation|1931-1951|Europe
18693|economist|male|scientist|1891-1911|Europe
18694|economist|male|writer|1891-1911|Europe
18695|jurist|female|politician|1851-1871|Europe
18696|jurist|female|other_occupation|1851-1871|Europe
18697|jurist|female|other_occupation|1851-1871|Europe
18698|jurist|male|politician|1931-1951|Europe
18700|jurist|male|politician|1931-1951|Europe
18701|economist|male|scientist|1831-1851|Europe
18702|economist|male|writer|1831-1851|Europe
18703|jurist|male|other_occupation|1891-1911|Europe
18704|jurist|male|scientist|1831-1851|Europe
18710|economist|male|politician|1811-1831|Europe
18711|economist|male|writer|1811-1831|Europe
18712|economist|male|businessperson|1811-1831|Europe
18713|economist|male|writer|1931-1951|Europe
18714|economist|male|media person|1931-1951|Europe
18715|jurist|female|politician|1931-1951|Europe
18716|jurist|female|scientist|1931-1951|Europe
18717|jurist|male|politician|1791-1811|Europe
18718|jurist|male|politician|1891-1911|Europe
18719|jurist|male|politician|1851-1871|Europe
18720|jurist|male|politician|1851-1871|Europe
18721|jurist|male|politician|1911-1931|Europe
18722|jurist|male|writer|1911-1931|Europe
18723|jurist|male|politician|1871-1891|Europe
18724|jurist|male|politician|1891-1911|Europe
18725|jurist|male|other_occupation|1891-1911|Europe
18726|jurist|male|politician|1791-1811|Europe
18727|jurist|male|scientist|1791-1811|Europe
18728|jurist|male|politician|1831-1851|Europe
18729|jurist|male|scientist|1831-1851|Europe
18730|economist|male|scientist|1931-1951|Europe
18731|jurist|male|politician|1891-1911|Europe
18732|jurist|male|politician|1851-1871|Europe
18733|jurist|male|other_occupation|1851-1871|Europe
18734|jurist|male|politician|1891-1911|Europe
18735|economist|male|scientist|1871-1891|Europe
18736|economist|male|scientist|1871-1891|Europe
18737|jurist|male|politician|1771-1791|Europe
18738|jurist|male|politician|1771-1791|Europe
18739|economist|male|scientist|1931-1951|Europe
18740|economist|male|scientist|1931-1951|Europe
18741|jurist|male|politician|1891-1911|Europe
18742|jurist|male|politician|1931-1951|Europe
18743|jurist|male|scientist|1931-1951|Europe
18744|economist|male|scientist|1931-1951|Europe
18747|jurist|male|writer|1771-1791|Europe
18748|jurist|male|politician|1911-1931|Europe
18749|jurist|male|politician|1931-1951|Europe
18750|jurist|male|politician|1871-1891|Europe
18751|jurist|male|politician|1891-1911|Europe
18759|jurist|male|politician|1871-1891|Europe
18760|jurist|male|scientist|1871-1891|Europe
18761|jurist|male|politician|1911-1931|Europe
18762|jurist|male|scientist|1931-1951|Europe
18763|jurist|male|scientist|1931-1951|Europe
18764|jurist|male|other_occupation|1891-1911|Europe
18765|jurist|male|scientist|1831-1851|Europe
18766|jurist|male|writer|1831-1851|Europe
18767|economist|male|scientist|1931-1951|Europe
18769|jurist|male|scientist|1791-1811|Europe
18771|jurist|male|politician|1791-1811|Europe
18772|jurist/economist|male|politician|1811-1831|Europe
18773|jurist/economist|male|scientist|1811-1831|Europe
18774|jurist|male|politician|1811-1831|Europe
18775|economist|male|politician|1791-1811|Europe
18776|economist|male|scientist|1791-1811|Europe
18777|economist|male|scientist|1791-1811|Europe
18778|economist|male|scientist|1791-1811|Europe
18779|economist|male|writer|1791-1811|Europe
18780|economist|male|scientist|1791-1811|Europe
18781|jurist|male|politician|1811-1831|Europe
18782|jurist|male|scientist|1931-1951|Europe
18783|jurist|male|scientist|1931-1951|Europe
18784|jurist|male|other_occupation|1931-1951|Europe
18785|economist|male|politician|1931-1951|Europe
18786|jurist|male|scientist|1891-1911|Europe
18787|jurist|male|politician|1891-1911|Europe
18788|economist|male|scientist|1931-1951|Europe
18789|jurist|male|politician|1871-1891|Europe
18790|jurist|male|other_occupation|1871-1891|Europe
18791|jurist|male|politician|1871-1891|Europe
18792|jurist|male|scientist|1871-1891|Europe
18793|jurist|male|scientist|1871-1891|Europe
18794|jurist|male|scientist|1871-1891|Europe
18795|jurist|male|politician|1911-1931|Europe
18796|jurist|male|politician|1851-1871|Europe
18797|jurist|male|politician|1891-1911|Europe
18798|jurist|female|politician|1891-1911|Europe
18799|economist|male|politician|1811-1831|Europe
18800|economist|male|media person|1811-1831|Europe
18801|jurist|male|politician|1931-1951|Europe
18802|jurist|male|politician|1871-1891|Europe
18803|jurist|male|politician|1831-1851|Europe
18804|jurist|male|other_occupation|1831-1851|Europe
18806|jurist|male|politician|1931-1951|Europe
18807|jurist|male|other_occupation|1791-1811|Europe
18808|economist|male|scientist|1851-1871|Europe
18809|economist|male|teacher|1851-1871|Europe
18810|economist|male|scientist|1851-1871|Europe
18811|economist|male|scientist|1911-1931|Europe
18812|economist|male|scientist|1911-1931|Europe
18813|jurist|male|politician|1931-1951|Europe
18814|jurist|male|media person|1931-1951|Europe
18815|economist|male|scientist|1831-1851|Europe
18816|economist|male|writer|1831-1851|Europe
18817|economist|male|scientist|1831-1851|Europe
18818|economist|male|scientist|1931-1951|Europe
18819|economist|male|writer|1931-1951|Europe
18820|economist|male|scientist|1931-1951|Europe
18821|jurist|male|scientist|1931-1951|Europe
18822|jurist|male|writer|1931-1951|Europe
18823|economist|male|scientist|1931-1951|Europe
18824|economist|male|teacher|1931-1951|Europe
18825|jurist|male|politician|1871-1891|Europe
18827|jurist|male|politician|1851-1871|Europe
18828|jurist|male|politician|1871-1891|Europe
18829|jurist|male|scientist|1871-1891|Europe
18830|jurist|male|scientist|1871-1891|Europe
18831|jurist|male|politician|1851-1871|Europe
18832|jurist|male|scientist|1891-1911|Europe
18833|jurist|male|writer|1891-1911|Europe
18834|jurist|male|scientist|1891-1911|Europe
18835|economist|male|scientist|1891-1911|Europe
18836|jurist|male|politician|1851-1871|Europe
18840|economist|male|scientist|1871-1891|Europe
18841|economist|male|scientist|1871-1891|Europe
18842|economist|male|writer|1871-1891|Europe
18843|jurist|male|politician|1891-1911|Europe
18845|jurist|female|scientist|1951-1971|Europe
18846|jurist|male|scientist|1811-1831|Europe
18847|jurist|male|scientist|1811-1831|Europe
18848|economist|male|scientist|1831-1851|Europe
18849|economist|male|politician|1811-1831|Europe
18850|economist|male|scientist|1811-1831|Europe
18851|economist|male|scientist|1811-1831|Europe
18852|economist|male|scientist|1931-1951|Europe
18853|jurist|male|writer|1931-1951|Europe
18854|jurist|male|other_occupation|1931-1951|Europe
18855|economist|male|politician|1851-1871|Europe
18856|economist|male|scientist|1851-1871|Europe
18857|economist|male|scientist|1851-1871|Europe
18858|jurist|male|scientist|1891-1911|Europe
18859|jurist|male|scientist|1851-1871|Europe
18860|jurist|male|other_occupation|1891-1911|Europe
18861|economist|male|other_occupation|1911-1931|Europe
18862|jurist|male|politician|1911-1931|Europe
18865|economist|female|scientist|1871-1891|Europe
18866|economist|male|politician|1831-1851|Europe
18867|economist|male|scientist|1831-1851|Europe
18868|economist|male|scientist|1831-1851|Europe
18869|jurist|male|politician|1891-1911|Europe
18870|jurist|male|media person|1891-1911|Europe
18871|jurist|male|writer|1891-1911|Europe
18872|jurist|male|other_occupation|1891-1911|Europe
18873|jurist|male|scientist|1791-1811|Europe
18874|jurist|male|politician|1791-1811|Europe
18875|jurist|male|scientist|1831-1851|Europe
18876|jurist|male|scientist|1831-1851|Europe
18877|jurist|male|writer|1831-1851|Europe
18878|jurist|male|politician|1811-1831|Europe
18879|jurist|male|politician|1851-1871|Europe
18880|jurist|male|scientist|1811-1831|Europe
18881|jurist|male|scientist|1811-1831|Europe
18896|jurist|male|other_occupation|1931-1951|Europe
18897|jurist|male|writer|1931-1951|Europe
18898|jurist|male|scientist|1931-1951|Europe
